trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.01, 'e': 0.16202575093388075}",25,8,13.865301301272364,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.16041356777517274}",30,13,27.28363137298272,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.15881742610692068}",25,10,20.112989687468797,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.1572371663136276}",25,18,-0.19635906389526436,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1556726303679973}",25,0,25.017991666638515,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
188,False,"{'a': 0.01, 'e': 0.1541236618151314}",30,0,45.14470528713092,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.15259010575688386}",30,15,14.457101095854968,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.15107180883637084}",20,0,26.807485266682306,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.01, 'e': 0.14956861922263504}",25,13,16.752331406931813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14808038659546244}",25,14,13.983151628039447,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.14660696213035015}",20,9,21.57378352918592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.14514819848362373}",20,10,8.524648393097038,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.14370394977770293}",20,11,18.308125859997237,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.1422740715865136}",20,16,9.160069398931576,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.140858420921045}",20,7,19.769582421436585,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13945685621505094}",25,11,1.6737414759356568,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13806923731089282}",20,16,6.120188718801447,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.13669542544552385}",20,7,25.37245806374659,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.1353352832366127}",30,3,11.74265631487831,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.13398867466880493}",25,3,11.486015157240583,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.13265546508012172}",25,17,11.997315152891137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.13133552114849303}",20,9,14.397028842361879,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.1300287108784259}",20,10,17.77659195809382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12873490358780423}",20,13,15.246923601534156,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12745396989482075}",20,3,22.8942210630577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12618578170503877}",30,17,28.014196030516455,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12493021219858241}",25,0,41.0854116033477,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.01, 'e': 0.12368713581745483}",25,9,13.412500769752025,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.1224564282529819}",20,6,0.050012218588845636,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.12123796643338168}",25,13,11.0122961899717,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.12003162851145673}",25,15,17.377877316040042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11883729385240965}",20,0,26.073228873803405,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.01, 'e': 0.11765484302177918}",25,0,-52.60618957939985,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
216,False,"{'a': 0.01, 'e': 0.11648415777349697}",25,8,10.617117353761003,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.11532512103806251}",25,10,11.877965980487364,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.1141776169108365}",30,7,6.789194830290015,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11304153064044985}",20,5,8.234315772947454,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11191674861732888}",25,11,26.1354706264193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.11080315836233387}",25,19,12.382595329008986,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10970064851551141}",25,8,-1.2611098253883897,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.10860910882495796}",20,2,-65.11636719724137,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
224,False,"{'a': 0.01, 'e': 0.10752843013579495}",30,0,42.5287071126232,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.01, 'e': 0.1064585043792528}",35,21,10.989127744950293,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.10539922456186433}",20,0,-13.778124621893932,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
227,False,"{'a': 0.01, 'e': 0.104350484754765}",20,0,29.80291574411089,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.01, 'e': 0.1033121800831002}",25,8,-4.460462688998875,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.10228420671553744}",25,3,-7.520812992261525,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.01, 'e': 0.1012664618538834}",20,10,18.055113700299845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.1002588437228037}",20,11,13.912828055066523,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09926125155964566}",25,8,26.60231694052876,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09827358560436154}",20,9,14.722478016477307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09729574708953276}",20,0,23.909698215045438,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.01, 'e': 0.09632763823049303}",25,13,13.899025294751716,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09536916221554961}",25,12,24.12458515081941,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09442022319630235}",25,6,15.639227759809241,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09348072627805847}",25,2,3.3372982108152276,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.09255057751034329}",25,0,28.835915268027975,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.01, 'e': 0.09162968387750484}",30,15,25.809749945049397,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.09071795328941251}",25,20,10.852726442304974,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.08981529457224763}",25,2,-6.111315318165396,"{0: 21, 1: 0, 2: 0, 3: 2, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.08892161745938634}",20,16,7.255591737211289,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.08803683258237255}",20,5,26.805136115755893,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0871608514619813}",30,16,24.35830067901393,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.0862935864993705}",30,0,21.199793252782474,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
247,False,"{'a': 0.01, 'e': 0.08543495096732123}",20,13,16.307076394380108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08458485900156469}",20,6,25.283812994201927,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.08374322559219596}",35,13,38.045621511573934,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.08290996657517266}",20,5,26.1850635420939,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.0820849986238988}",25,9,20.496267988753377,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08126823924089167}",20,14,12.093981882435491,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.08045960674953244}",30,8,29.42306146639877,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07965902028589801}",25,10,20.83426362476732,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07886639979067495}",20,6,24.18767777405935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07808166600115313}",35,22,22.388234224519756,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07730474044329974}",30,7,-4.089873986707717,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.01, 'e': 0.07653554542391151}",20,0,25.236701626992026,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.07577400402284548}",25,2,41.9715255732692,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07502004008532698}",30,24,11.50978071969254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.07427357821433388}",20,0,26.425727406634348,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.01, 'e': 0.0735345437630571}",20,13,13.958458171962157,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.07280286282743559}",25,18,16.860474882458277,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.0720784622387661}",20,1,22.927646275379406,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.07136126955638605}",20,5,21.492266810911605,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.0706512130604296}",35,17,33.560947277388344,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.06994822174465536}",25,11,28.446833772288343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.069252225309346}",25,8,30.44551404418388,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06856315415427791}",20,8,22.27502709666145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06788093937176144}",20,0,26.197884363011628,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.01, 'e': 0.06720551273974976}",20,10,10.68374014302525,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06653680671501686}",25,5,22.548033344338407,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06587475442640295}",20,12,13.06764064262105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06521928966812753}",20,3,16.303968382249394,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06457034689316847}",20,8,21.542609268413717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.06392786120670757}",20,0,30.134384595938702,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.01, 'e': 0.0632917683596407}",30,0,5.656520052218753,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
278,False,"{'a': 0.01, 'e': 0.06266200474215315}",30,15,27.92064664239145,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06203850737735829}",20,9,13.41542588994249,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06142121391500013}",20,2,28.288412041701157,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.06081006262521795}",20,5,21.495263002933214,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.06020499239237354}",25,6,27.576677845842422,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05960594270893937}",20,0,-5.850069301891634,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
284,False,"{'a': 0.01, 'e': 0.05901285366944784}",25,14,19.486749198222064,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.05842566596450083}",25,4,23.728986065606257,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.057844320874838456}",25,0,35.6822028759574,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.01, 'e': 0.05726876026546736}",25,11,11.185615818404106,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.0566989265798469}",20,7,0.7259772774129063,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.056134762834133725}",25,9,26.15574854927335,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05557621261148306}",35,24,7.007150064929572,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05502322005640723}",35,16,37.28784249370513,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05447572986918986}",20,14,10.53293227525971,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.05393368730035602}",25,13,20.107083736555868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.053397038145197084}",20,8,11.076670313939907,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05286572873835037}",20,10,17.019319084203662,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05233970594843238}",25,11,28.408789155811203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.05181891717272583}",25,12,24.937240629727402,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.05130331033191911}",20,0,-15.174832384477304,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
299,False,"{'a': 0.01, 'e': 0.0507928338648985}",20,15,10.397972203935375,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.050287436723591865}",20,7,22.565262958676897,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.049787068367863944}",20,14,9.82107794578797,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.04929167876046215}",30,18,-1.5873430026902438,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.04880121836201296}",20,0,25.34544549340518,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
304,False,"{'a': 0.01, 'e': 0.04831563812606777}",25,7,17.861186429670717,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.04783488949419837}",20,0,24.928232986500213,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.01, 'e': 0.04735892439114091}",25,11,22.035895211688732,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.046887695219988486}",20,4,19.00893269103889,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.04642115485743125}",20,12,15.319189569179331,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.045959256649044204}",35,7,25.730491486651466,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.04550195440462157}",30,8,37.68009917533052,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.0450492023935578}",20,10,19.85518721362733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.044600955340274535}",25,4,32.583933171858455,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.04415716841969286}",25,4,23.734534970740878,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.04371779725275094}",20,6,19.196567872956436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.043282797901965896}",25,11,15.445240851182088,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.04285212686704019}",25,17,13.28003681602282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.042425741080511385}",20,7,18.56485825496213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.04200359790344555}",25,6,31.894802557279675,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.04158565512117316}",20,14,11.105634808549464,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.04117187093906774}",25,0,27.4715000258508,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
321,False,"{'a': 0.01, 'e': 0.04076220397836621}",25,11,25.45941523602176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.04035661327203115}",30,8,31.66589936362573,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.039955058260653896}",20,13,10.66035023221871,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.039557498788398725}",25,19,9.601403320212786,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.039163895098987066}",20,10,18.805644376576943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.03877420783172201}",25,9,24.981345298184884,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.038388398017552054}",20,2,27.366924456836493,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.038006427075174314}",25,7,12.124157324970103,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.0376282568071762}",20,2,19.454489043639818,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.03725384939621581}",25,10,28.858041879311273,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.036883167401239994}",25,8,15.488914951012422,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.0365161737537404}",30,8,33.86977648428343,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.03615283175404641}",25,11,25.65163753410292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.0357931050676553}",30,13,10.628617636880323,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.03543695772159864}",25,15,11.98784806384026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.035084354100845025}",20,6,24.04377945235368,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.03473525894473856}",20,9,-39.26762488699337,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
338,False,"{'a': 0.01, 'e': 0.03438963734347271}",20,13,-0.5480943552162214,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.034047454734599344}",25,4,19.385395076559945,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.033708676899572396}",30,16,19.941941713164567,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.03337326996032608}",25,12,23.09785546949185,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.03304120037588693}",20,12,14.577066661493152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.03271243493901982}",30,14,32.0119892496207,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.03238694077290704}",20,8,17.67847220832199,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.03206468532786077}",25,3,31.895439087190226,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.03174563637806794}",20,7,19.987145501392668,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.01, 'e': 0.03142976201836771}",20,8,19.461100632152814,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.03111703066106086}",20,10,2.6303860754504322,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.01, 'e': 0.030807411032751076}",20,6,26.075371992958836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.030500872171217483}",20,14,10.173258695356434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.01, 'e': 0.0301973834223185}",30,11,5.685381594804383,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
352,False,"{'a': 0.01, 'e': 0.029896914436926308}",20,6,19.38643650022221,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.029599435167892}",35,14,34.258959079398444,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.01, 'e': 0.029304915867040746}",20,9,18.00098204275506,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.029013327082197053}",20,6,20.13347060766975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.028724639654239423}",25,15,13.476575744212884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.028438824714184505}",25,19,12.209854863121404,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.01, 'e': 0.028155853680300096}",30,0,2.4878436788791114,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
359,False,"{'a': 0.01, 'e': 0.027875698255247015}",30,0,38.00559640792075,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
360,False,"{'a': 0.01, 'e': 0.027598330423249287}",20,0,32.06606664610812,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.01, 'e': 0.02732372244729256}",20,12,15.460528341643613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.027051846866350416}",20,8,18.908280366076802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.01, 'e': 0.026782676492638175}",20,9,21.946141739715294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.01, 'e': 0.02651618440889418}",20,12,16.97314830892217,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.02625234396568796}",20,10,19.359613771755736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.025991128778755347}",25,12,24.651671123583384,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.02573251272635994}",20,3,27.513175393155368,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
